"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"0<=X<200",24,"existing paid","furniture/equipment",4351,"no known savings","1<=X<4",1,"female div/dep/mar","none",4,"life insurance",48,"stores","own",1,"unskilled resident",1,"yes","yes","good"
"<0",24,"existing paid","used car",6579,"<100","unemployed",4,"male single","none",2,"no known property",29,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",24,"existing paid","other",1755,"<100",">=7",4,"female div/dep/mar","guarantor",4,"real estate",58,"stores","own",1,"unskilled resident",1,"yes","yes","good"
"0<=X<200",15,"existing paid","repairs",2631,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",1169,"no known savings","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",6,"critical/order existing credit","radio/tv",1554,"<100","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"stores","rent",2,"skilled",1,"yes","yes","good"
"<0",12,"existing paid","new car",3651,"500<=X<10000","1<=X<4",1,"male single","none",3,"life insurance",31,"stores","own",1,"skilled",2,"none","yes","good"
"<0",24,"no credits/all paid","new car",2325,"100<=X<500","4<=X<7",2,"male single","none",3,"car",32,"bank","own",1,"skilled",1,"none","yes","good"
"no checking",36,"critical/order existing credit","radio/tv",3342,"no known savings",">=7",4,"male single","none",2,"car",51,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","furniture/equipment",1768,"<100","1<=X<4",3,"male single","none",2,"real estate",24,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"no checking",21,"existing paid","used car",5248,"no known savings","1<=X<4",1,"male single","none",3,"car",26,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",48,"existing paid","radio/tv",10222,"no known savings","4<=X<7",4,"male single","none",3,"car",37,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",10,"existing paid","retraining",894,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"life insurance",40,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",10,"existing paid","used car",2848,"100<=X<500","1<=X<4",1,"male single","co applicant",2,"real estate",32,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",15,"critical/order existing credit","radio/tv",1316,"500<=X<10000","1<=X<4",2,"male mar/wid","none",2,"life insurance",47,"stores","own",2,"unskilled resident",1,"none","yes","good"
"<0",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",12,"delayed previously","used car",1503,"<100","1<=X<4",4,"male mar/wid","none",4,"real estate",41,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",6,"critical/order existing credit","radio/tv",1554,"<100","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"stores","rent",2,"skilled",1,"yes","yes","good"
"no checking",24,"critical/order existing credit","radio/tv",2578,">=1000",">=7",2,"male single","none",2,"car",34,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",24,"critical/order existing credit","education",5743,"<100","<1",2,"female div/dep/mar","none",4,"no known property",24,"stores","for free",2,"skilled",1,"yes","yes","good"
"0<=X<200",21,"existing paid","furniture/equipment",3976,"no known savings","4<=X<7",2,"male single","none",3,"car",35,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",4,"critical/order existing credit","new car",1455,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"stores","own",3,"unskilled resident",2,"none","yes","good"
"no checking",30,"existing paid","radio/tv",1867,"no known savings",">=7",4,"male single","none",4,"car",58,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",24,"critical/order existing credit","furniture/equipment",5150,"<100",">=7",4,"male single","none",4,"car",33,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",24,"delayed previously","business",3863,"<100","1<=X<4",1,"male single","none",2,"no known property",32,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",12,"critical/order existing credit","business",1412,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",9,"critical/order existing credit","new car",2134,"<100","1<=X<4",4,"male single","none",4,"car",48,"stores","own",3,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","new car",1076,"<100","1<=X<4",2,"male mar/wid","none",2,"real estate",26,"stores","own",1,"skilled",1,"yes","no","good"
"<0",24,"critical/order existing credit","used car",6615,"<100","unemployed",2,"male single","none",4,"no known property",75,"stores","for free",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
">=200",15,"existing paid","education",1905,"<100",">=7",4,"male single","none",4,"car",40,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",12,"existing paid","business",1076,"<100","1<=X<4",2,"male mar/wid","none",2,"real estate",26,"stores","own",1,"skilled",1,"yes","no","good"
"no checking",15,"no credits/all paid","radio/tv",1569,"100<=X<500",">=7",4,"male single","none",4,"car",34,"bank","own",1,"unskilled resident",2,"none","yes","good"
"0<=X<200",12,"existing paid","retraining",754,"no known savings",">=7",4,"male single","none",4,"life insurance",38,"stores","own",2,"skilled",1,"none","yes","good"
"<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",3,"life insurance",39,"stores","own",1,"skilled",2,"none","yes","good"
"0<=X<200",21,"delayed previously","new car",2353,"<100","1<=X<4",1,"male div/sep","none",4,"life insurance",47,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"delayed previously","business",2978,"no known savings","1<=X<4",4,"male single","none",4,"real estate",32,"stores","own",2,"skilled",2,"yes","yes","good"
">=200",30,"critical/order existing credit","radio/tv",3017,"<100",">=7",4,"male single","none",4,"life insurance",47,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","new car",5324,"500<=X<10000",">=7",1,"female div/dep/mar","none",4,"no known property",35,"stores","for free",1,"skilled",1,"none","yes","good"
"0<=X<200",45,"critical/order existing credit","new car",4576,"100<=X<500","unemployed",3,"male single","none",4,"car",27,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","radio/tv",1552,"<100","4<=X<7",3,"male single","none",1,"car",32,"bank","own",1,"skilled",2,"none","yes","good"
"0<=X<200",12,"critical/order existing credit","new car",958,"<100","4<=X<7",2,"male single","none",3,"real estate",47,"stores","own",2,"unskilled resident",2,"none","yes","good"
"no checking",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",36,"delayed previously","used car",8947,"no known savings","4<=X<7",3,"male single","none",2,"car",31,"stores","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",15,"critical/order existing credit","radio/tv",1316,"500<=X<10000","1<=X<4",2,"male mar/wid","none",2,"life insurance",47,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",36,"critical/order existing credit","used car",5711,">=1000",">=7",4,"male single","none",2,"car",38,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",20,"critical/order existing credit","furniture/equipment",4272,"<100",">=7",1,"female div/dep/mar","none",4,"life insurance",24,"stores","own",2,"skilled",1,"none","yes","good"
"<0",27,"critical/order existing credit","business",2442,"<100",">=7",4,"male single","none",4,"car",43,"stores","own",4,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",24,"critical/order existing credit","used car",4042,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",43,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",21,"critical/order existing credit","business",3652,"<100","4<=X<7",2,"male single","none",3,"life insurance",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",21,"existing paid","business",1572,">=1000",">=7",4,"female div/dep/mar","none",4,"real estate",36,"bank","own",1,"unskilled resident",1,"none","yes","good"
"no checking",24,"existing paid","used car",6313,"no known savings",">=7",3,"male single","none",4,"car",41,"stores","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"0<=X<200",7,"existing paid","radio/tv",2415,"<100","1<=X<4",3,"male single","guarantor",2,"real estate",34,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","used car",6313,"no known savings",">=7",3,"male single","none",4,"car",41,"stores","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",12,"critical/order existing credit","repairs",996,"no known savings","4<=X<7",4,"female div/dep/mar","none",4,"real estate",23,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",15,"critical/order existing credit","radio/tv",1829,"<100",">=7",4,"male single","none",4,"car",46,"stores","own",2,"skilled",1,"yes","yes","good"
">=200",6,"existing paid","new car",709,">=1000","<1",2,"male mar/wid","none",2,"real estate",27,"stores","own",1,"unemp/unskilled non res",1,"none","no","good"
"0<=X<200",12,"critical/order existing credit","education",2748,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",57,"bank","for free",3,"unskilled resident",1,"none","yes","good"
"no checking",10,"critical/order existing credit","furniture/equipment",2069,"no known savings","1<=X<4",2,"male mar/wid","none",1,"car",26,"stores","own",2,"skilled",1,"none","no","good"
"<0",12,"no credits/all paid","retraining",339,"<100",">=7",4,"male mar/wid","none",1,"car",45,"bank","own",1,"unskilled resident",1,"none","yes","good"
"no checking",12,"critical/order existing credit","new car",1255,"<100",">=7",4,"male single","none",4,"real estate",61,"stores","own",2,"unskilled resident",1,"none","yes","good"
">=200",10,"existing paid","furniture/equipment",1275,"<100",">=7",4,"female div/dep/mar","none",2,"life insurance",23,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",11,"existing paid","furniture/equipment",1577,">=1000","<1",4,"female div/dep/mar","none",1,"real estate",20,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","furniture/equipment",3972,"<100","4<=X<7",2,"female div/dep/mar","none",4,"life insurance",25,"stores","rent",1,"skilled",1,"yes","yes","good"
"no checking",36,"delayed previously","new car",7432,"<100","1<=X<4",2,"female div/dep/mar","none",2,"life insurance",54,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",24,"delayed previously","new car",717,"no known savings",">=7",4,"male mar/wid","none",4,"car",54,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",9,"existing paid","radio/tv",458,"<100","1<=X<4",4,"male single","none",3,"real estate",24,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",48,"existing paid","new car",8487,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","radio/tv",2424,"no known savings",">=7",4,"male single","none",4,"life insurance",53,"stores","own",2,"skilled",1,"none","yes","good"
"<0",24,"critical/order existing credit","used car",6615,"<100","unemployed",2,"male single","none",4,"no known property",75,"stores","for free",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",12,"critical/order existing credit","education",701,"<100","1<=X<4",4,"male single","none",2,"car",32,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",18,"existing paid","new car",1820,"<100","1<=X<4",2,"male mar/wid","none",2,"life insurance",30,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",9,"existing paid","radio/tv",2697,"<100","1<=X<4",1,"male single","none",2,"real estate",32,"stores","own",1,"skilled",2,"none","yes","good"
"0<=X<200",9,"critical/order existing credit","furniture/equipment",1919,"<100","4<=X<7",4,"male single","none",3,"car",35,"stores","rent",1,"skilled",1,"yes","yes","good"
"<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",3,"life insurance",39,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",36,"existing paid","business",5742,"100<=X<500","1<=X<4",2,"male single","none",2,"car",31,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",48,"delayed previously","business",6681,"no known savings","1<=X<4",4,"male single","none",4,"no known property",38,"stores","for free",1,"skilled",2,"yes","yes","good"
"no checking",9,"existing paid","furniture/equipment",1388,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",26,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","radio/tv",1889,"<100","4<=X<7",4,"male mar/wid","guarantor",2,"car",33,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",12,"existing paid","radio/tv",1680,"500<=X<10000",">=7",3,"male mar/wid","none",1,"real estate",35,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"critical/order existing credit","radio/tv",1240,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",12,"existing paid","radio/tv",1567,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",22,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",9,"existing paid","radio/tv",2697,"<100","1<=X<4",1,"male single","none",2,"real estate",32,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",18,"existing paid","radio/tv",1505,"<100","1<=X<4",4,"male single","none",2,"no known property",32,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",12,"existing paid","radio/tv",1680,"500<=X<10000",">=7",3,"male mar/wid","none",1,"real estate",35,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",6,"no credits/all paid","new car",783,"no known savings","1<=X<4",1,"male single","guarantor",2,"real estate",26,"stores","own",1,"unskilled resident",2,"none","yes","good"
"0<=X<200",36,"existing paid","education",2273,"<100","4<=X<7",3,"male single","none",1,"car",32,"stores","own",2,"skilled",2,"none","yes","good"
"0<=X<200",24,"critical/order existing credit","business",2825,"no known savings","4<=X<7",4,"male single","none",3,"no known property",34,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",12,"existing paid","new car",640,"<100","1<=X<4",4,"male div/sep","none",2,"real estate",49,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",24,"existing paid","used car",5433,"no known savings","unemployed",2,"female div/dep/mar","none",4,"life insurance",26,"stores","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",12,"existing paid","new car",3651,">=1000","1<=X<4",1,"male single","none",3,"life insurance",31,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",12,"existing paid","new car",2859,"no known savings","unemployed",4,"male single","none",4,"no known property",38,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",10,"critical/order existing credit","furniture/equipment",2069,"no known savings","1<=X<4",2,"male mar/wid","none",1,"car",26,"stores","own",2,"skilled",1,"none","no","good"
"no checking",10,"existing paid","used car",2848,"100<=X<500","1<=X<4",1,"male single","co applicant",2,"real estate",32,"stores","own",1,"skilled",2,"none","yes","good"
